Time [s],Channel 0
0.000000000,1
1.992317500,0
2.195698167,1
2.822738708,0
3.172449000,1
3.172450292,0
3.172450333,1
3.172459750,0
3.172460000,1
4.251522000,0
4.375333833,1
4.453516417,0
4.581769333,1
4.670564125,0
4.879288417,1
5.298635458,0
5.560766125,1
8.007073292,0
8.292725458,1
8.292726750,0
8.292726792,1
9.564023083,0
9.708523458,1
11.113601875,0
11.285089875,1
12.635446833,0
14.739131167,1
15.893333333,1
